year,industry,occupation,job_vacancy_rate
2011,retail trade,"professionals, managers, executives and technicians",2.2
2011,retail trade,"clerical, sales and services workers",4
2011,retail trade,"production and transport operators, cleaners and labourers",4.6
2011,transportation and storage,"professionals, managers, executives and technicians",2
2011,transportation and storage,"clerical, sales and services workers",3
2011,transportation and storage,"production and transport operators, cleaners and labourers",2.8
2011,land transport and supporting services,"professionals, managers, executives and technicians",1.8
2011,land transport and supporting services,"clerical, sales and services workers",3.5
2011,land transport and supporting services,"production and transport operators, cleaners and labourers",4.6
2011,water transport and supporting services,"professionals, managers, executives and technicians",1.3
2011,water transport and supporting services,"clerical, sales and services workers",1.6
2011,water transport and supporting services,"production and transport operators, cleaners and labourers",1.2
2011,air transport and supporting services,"professionals, managers, executives and technicians",4.8
2011,air transport and supporting services,"clerical, sales and services workers",3.9
2011,air transport and supporting services,"production and transport operators, cleaners and labourers",4.1
2011,other transport and storage services,"professionals, managers, executives and technicians",1.2
2011,other transport and storage services,"clerical, sales and services workers",1.7
2011,other transport and storage services,"production and transport operators, cleaners and labourers",1.9
